model_type,features_used,train_rmse,val_rmse,train_mape (%),val_mape (%)
arima,N/A,327777.679655852,678664.0841411233,47.9444983876125,39.481907044067064
sarimax,"['#36_Lag_1', 'stock_price_change', 'CHI Production Index', 'SWI Production Index', '#36_Lag_12']",276311.4576468176,543007.5254013829,49.07709707610046,29.399579594180402
prophet,N/A,,548766.4332126979,,28.00662766425848
OrthogonalMatchingPursuitCV,"['#36_Lag_1', 'stock_price_change', 'CHI Production Index', 'SWI Production Index', '#36_Lag_12']",323220.92261716066,803205.3496486224,59.81668051579882,46.35765775329201
arima,N/A,327777.679655852,678664.0841411233,47.9444983876125,39.481907044067064
sarimax,"['#36_Lag_1', '#36_Lag_12', 'CHI Production Index', 'UK EE Producer Prices', '#16_Lag_3']",285368.7994434643,548035.5497700502,56.09449518069995,30.13296363077969
prophet,N/A,,548766.4332126979,,28.00662766425848
BaggingRegressor,"['#36_Lag_1', '#36_Lag_12', 'CHI Production Index', 'UK EE Producer Prices', '#16_Lag_3']",129529.11045757632,792392.523878165,25.12790285645434,50.97687429581943
arima,N/A,327777.679655852,678664.0841411233,47.9444983876125,39.481907044067064
sarimax,"['#16_Lag_3', '#12_RollingMean_12', '#12_Lag_3', '#36_Lag_1', '#36_Lag_12']",373554.66995766934,574393.585605806,85.58459574001085,54.05628863363693
prophet,N/A,,548766.4332126979,,28.00662766425848
PoissonRegressor,"['#16_Lag_3', '#12_RollingMean_12', '#12_Lag_3', '#36_Lag_1', '#36_Lag_12']",258451.51040905225,719877.1798006883,42.216832879149216,43.71902183741089
XGBoost,"['#36_Lag_1', 'stock_price_change', 'CHI Production Index', 'SWI Production Index', '#36_Lag_12']",0.10094999889959021,934017.0086331405,1.0881885970093208e-05,48.205795884132385
SVR,"['#36_Lag_1', 'stock_price_change', 'CHI Production Index', 'SWI Production Index', '#36_Lag_12']",361282.78626798844,993716.0627767297,57.53677599918411,58.14572808944883
SVR,"['#36_Lag_1', 'stock_price_change', 'CHI Production Index', 'SWI Production Index', '#36_Lag_12']",361282.78626798844,993716.0627767297,57.53677599918411,58.14572808944883
SVR,"['#36_Lag_1', 'stock_price_change', 'CHI Production Index', 'SWI Production Index', '#36_Lag_12']",361282.78626798844,993716.0627767297,57.53677599918411,58.14572808944883
SVR,"['#36_Lag_1', 'stock_price_change', 'CHI Production Index', 'SWI Production Index', '#36_Lag_12']",701773.6782595402,1455421.232696305,99.98545675328627,99.99371659179691
