model_type,features_used,train_rmse,val_rmse,train_mape (%),val_mape (%)
arima,N/A,3416902.9199108193,2343443.5621253885,27.11215072469945,11.84614035614538
sarimax,"['#12_Lag_12', 'Buildings_Ger', 'Fossil_Chi', 'Clean_Fra']",4151099.929949163,4334877.859022829,27.726209439701087,23.214738118406707
prophet,N/A,,2417476.328277602,,13.205554946936928
GradientBoostingRegressor,"['#12_Lag_12', 'Buildings_Ger', 'Fossil_Chi', 'Clean_Fra']",84703.89142093793,2487481.21638894,0.5915298646623915,13.852868933028672
arima,N/A,3416902.9199108193,2343443.5621253885,27.11215072469945,11.84614035614538
sarimax,"['#12_Lag_12', 'Buildings_Ger', 'Clean_Fra', 'Clean_US', 'Fossil_Chi', '#36_Lag_12']",4414725.31594442,4671735.113321285,29.134545593754304,24.539031335716214
prophet,N/A,,2417476.328277602,,13.205554946936928
AdaBoostRegressor,"['#12_Lag_12', 'Buildings_Ger', 'Clean_Fra', 'Clean_US', 'Fossil_Chi', '#36_Lag_12']",615411.1766607194,2280496.75900793,4.243949504881874,10.973035459751591
arima,N/A,3416902.9199108193,2343443.5621253885,27.11215072469945,11.84614035614538
sarimax,"['#20_Lag_1', '#12_Lag_12', '#36_Lag_12', '#13_Lag_1']",3130648.077443831,2781384.4276083745,20.301597190007755,17.569214725076645
prophet,N/A,,2417476.328277602,,13.205554946936928
PoissonRegressor,"['#20_Lag_1', '#12_Lag_12', '#36_Lag_12', '#13_Lag_1']",1977451.4548535212,1725029.3152115277,15.949418932327774,8.106585912393067
XGBoost,"['#12_Lag_12', 'Buildings_Ger', 'Fossil_Chi', 'Clean_Fra']",1.6189402788774068,2680449.7328679753,1.2769937995926739e-05,14.712227880954742
SVR,"['#12_Lag_12', 'Buildings_Ger', 'Fossil_Chi', 'Clean_Fra']",2499317.190333231,2982796.8094323943,19.404324864297173,15.899106224633206
SVR,"['#12_Lag_12', 'Buildings_Ger', 'Fossil_Chi', 'Clean_Fra']",2499317.190333231,2982796.8094323943,19.404324864297173,15.899106224633206
SVR,"['#12_Lag_12', 'Buildings_Ger', 'Fossil_Chi', 'Clean_Fra']",2499317.190333231,2982796.8094323943,19.404324864297173,15.899106224633206
SVR,"['#12_Lag_12', 'Buildings_Ger', 'Fossil_Chi', 'Clean_Fra']",12109625.881066322,13996198.336076224,99.9995416333212,99.99961258817206
