model_type,features_used,train_rmse,val_rmse,train_mape (%),val_mape (%)
arima,N/A,49605.702592974056,30705.789139499502,140.7054505908473,895.429820405203
sarimax,"['#14_Lag_1', '#9_Lag_1', '#4_Lag_1']",50737.80246057949,287365.1089732554,486.8428633868975,6330.675949398508
prophet,N/A,,51887.42418963681,,1049.348756804427
NuSVR,"['#14_Lag_1', '#9_Lag_1', '#4_Lag_1']",50091.4434798352,13663.865525111472,125.68244582271602,254.27092095524557
arima,N/A,49605.702592974056,30705.789139499502,140.7054505908473,895.429820405203
sarimax,"['(W) Price of Energy', '#14_Lag_1', '#9_Lag_1', '#4_Lag_1']",51652.86276593127,234646.06956614458,548.725886152416,5061.6640111046645
prophet,N/A,,51887.42418963681,,1049.348756804427
NuSVR,"['(W) Price of Energy', '#14_Lag_1', '#9_Lag_1', '#4_Lag_1']",50091.28587569307,13663.811521377827,125.684763262374,254.287870716341
arima,N/A,49605.702592974056,30705.789139499502,140.7054505908473,895.429820405203
sarimax,"['#14_Lag_1', '#16_Lag_3']",48145.8391941024,254716.36827131597,377.8993667026184,5029.71597492169
prophet,N/A,,51887.42418963681,,1049.348756804427
NuSVR,"['#14_Lag_1', '#16_Lag_3']",50091.62246132183,13663.819835770077,125.682915823884,254.27334307964924
XGBoost,"['#14_Lag_1', '#9_Lag_1', '#4_Lag_1']",0.012160081579453653,45012.918323521306,8.661502306495095e-05,444.8061466217041
SVR,"['#14_Lag_1', '#9_Lag_1', '#4_Lag_1']",50579.934045203816,14175.025870345205,107.06118081137544,219.98972924189056
SVR,"['#14_Lag_1', '#9_Lag_1', '#4_Lag_1']",50579.934045203816,14175.025870345205,107.06118081137544,219.98972924189056
SVR,"['#14_Lag_1', '#9_Lag_1', '#4_Lag_1']",50579.934045203816,14175.025870345205,107.06118081137544,219.98972924189056
SVR,"['#14_Lag_1', '#9_Lag_1', '#4_Lag_1']",55070.42978155919,21407.9793858313,99.46331183703236,99.15531340214022
arima,N/A,10293.810287879054,13871.60393067704,115.45333030489627,237.78110870883617
sarimax,"['CC_UK_Lag_12_RollingMean3', '#12_Lag_3', '#14_Lag_1', '#12_Lag_1_RollingMean6', '#9_Lag_12', '#1_Lag_1_RollingMean3', 'stock_volume_Lag_12', 'GER Production Index_Lag_12', '#36_Lag_12', '#8_Lag_3', '#16_Lag_1_RollingMean3', 'GER EE Production Index_Lag_12_RollingMean3', '#13_Lag_1']",13203.682253424016,82956.00528500965,197.78887653455263,639.7743237366678
prophet,N/A,,14393.704246684081,,221.09640620480957
XGBoost,"['CC_UK_Lag_12_RollingMean3', '#12_Lag_3', '#14_Lag_1', '#12_Lag_1_RollingMean6', '#9_Lag_12', '#1_Lag_1_RollingMean3', 'stock_volume_Lag_12', 'GER Production Index_Lag_12', '#36_Lag_12', '#8_Lag_3', '#16_Lag_1_RollingMean3', 'GER EE Production Index_Lag_12_RollingMean3', '#13_Lag_1']",0.003279083598181377,17543.34973715111,1.0044865916825074e-05,486.05189323425293
BayesianRidge,"['CC_UK_Lag_12_RollingMean3', '#12_Lag_3', '#14_Lag_1', '#12_Lag_1_RollingMean6', '#9_Lag_12', '#1_Lag_1_RollingMean3', 'stock_volume_Lag_12', 'GER Production Index_Lag_12', '#36_Lag_12', '#8_Lag_3', '#16_Lag_1_RollingMean3', 'GER EE Production Index_Lag_12_RollingMean3', '#13_Lag_1']",9539.691645319166,13758.226505696059,116.1684613807392,246.22754040245556
BayesianRidge,"['CC_UK_Lag_12_RollingMean3', '#12_Lag_3', '#14_Lag_1', '#12_Lag_1_RollingMean6', '#9_Lag_12', '#1_Lag_1_RollingMean3', 'stock_volume_Lag_12', 'GER Production Index_Lag_12', '#36_Lag_12', '#8_Lag_3', '#16_Lag_1_RollingMean3', 'GER EE Production Index_Lag_12_RollingMean3', '#13_Lag_1']",9539.691645319166,13758.226505696059,116.1684613807392,246.22754040245556
