model_type,features_used,train_rmse,val_rmse,train_mape (%),val_mape (%)
BayesianRidge,"['CC_UK_Lag_12_RollingMean3', '#12_Lag_3', '#14_Lag_1', '#12_Lag_1_RollingMean6', '#9_Lag_12', '#1_Lag_1_RollingMean3', 'stock_volume_Lag_12', 'GER Production Index_Lag_12', '#36_Lag_12', '#8_Lag_3', '#16_Lag_1_RollingMean3', 'GER EE Production Index_Lag_12_RollingMean3', '#13_Lag_1']",9539.691645319166,13758.226505696059,116.1684613807392,246.22754040245556
arima,N/A,10293.810287879054,13871.60393067704,115.45333030489627,237.78110870883617
sarimax,"['#9_Lag_12', '#8_Lag_3', '#1_Lag_1_RollingMean3', 'CC_UK_Lag_12_RollingMean3', '#12_Lag_1_RollingMean6', 'GER EE Production Index_Lag_12_RollingMean3', 'GER Production Index_Lag_12', 'FRA Production Index_Lag_12', '#36_Lag_12', '#14_Lag_1']",12098.76546647887,84286.94301038203,166.9260790427478,1018.8662852947747
prophet,N/A,,14393.704246684081,,221.09640620480957
LGBMRegressor,"['#9_Lag_12', '#8_Lag_3', '#1_Lag_1_RollingMean3', 'CC_UK_Lag_12_RollingMean3', '#12_Lag_1_RollingMean6', 'GER EE Production Index_Lag_12_RollingMean3', 'GER Production Index_Lag_12', 'FRA Production Index_Lag_12', '#36_Lag_12', '#14_Lag_1']",9539.692356855043,13758.22666687907,116.1684643260517,246.2273613628021
XGBoost,"['#9_Lag_12', '#8_Lag_3', '#1_Lag_1_RollingMean3', 'CC_UK_Lag_12_RollingMean3', '#12_Lag_1_RollingMean6', 'GER EE Production Index_Lag_12_RollingMean3', 'GER Production Index_Lag_12', 'FRA Production Index_Lag_12', '#36_Lag_12', '#14_Lag_1']",0.0033187167390503467,16026.93283195509,1.2092745294012275e-05,170.8787441253662
LGBMRegressor,"['#9_Lag_12', '#8_Lag_3', '#1_Lag_1_RollingMean3', 'CC_UK_Lag_12_RollingMean3', '#12_Lag_1_RollingMean6', 'GER EE Production Index_Lag_12_RollingMean3', 'GER Production Index_Lag_12', 'FRA Production Index_Lag_12', '#36_Lag_12', '#14_Lag_1']",9539.692356855043,13758.22666687907,116.1684643260517,246.2273613628021
RandomForestRegressor,"['#9_Lag_12', '#8_Lag_3', '#1_Lag_1_RollingMean3', 'CC_UK_Lag_12_RollingMean3', '#12_Lag_1_RollingMean6', 'GER EE Production Index_Lag_12_RollingMean3', 'GER Production Index_Lag_12', 'FRA Production Index_Lag_12', '#36_Lag_12', '#14_Lag_1']",3960.03438755846,15878.754233867543,51.46979185169654,486.36767269899474
XGBRegressor,"['#9_Lag_12', '#8_Lag_3', '#1_Lag_1_RollingMean3', 'CC_UK_Lag_12_RollingMean3', '#12_Lag_1_RollingMean6', 'GER EE Production Index_Lag_12_RollingMean3', 'GER Production Index_Lag_12', 'FRA Production Index_Lag_12', '#36_Lag_12', '#14_Lag_1']",0.002854226463814379,15355.545187325652,1.7276087760365044e-05,428.08995246887207
Ridge,"['#9_Lag_12', '#8_Lag_3', '#1_Lag_1_RollingMean3', 'CC_UK_Lag_12_RollingMean3', '#12_Lag_1_RollingMean6', 'GER EE Production Index_Lag_12_RollingMean3', 'GER Production Index_Lag_12', 'FRA Production Index_Lag_12', '#36_Lag_12', '#14_Lag_1']",8655.369999779063,20964.37749523646,112.67283150141503,601.6984566527767
Lasso,"['#9_Lag_12', '#8_Lag_3', '#1_Lag_1_RollingMean3', 'CC_UK_Lag_12_RollingMean3', '#12_Lag_1_RollingMean6', 'GER EE Production Index_Lag_12_RollingMean3', 'GER Production Index_Lag_12', 'FRA Production Index_Lag_12', '#36_Lag_12', '#14_Lag_1']",8346.068342625727,38232.794504765894,109.58717560986508,1117.2916421702012
SVR,"['#9_Lag_12', '#8_Lag_3', '#1_Lag_1_RollingMean3', 'CC_UK_Lag_12_RollingMean3', '#12_Lag_1_RollingMean6', 'GER EE Production Index_Lag_12_RollingMean3', 'GER Production Index_Lag_12', 'FRA Production Index_Lag_12', '#36_Lag_12', '#14_Lag_1']",9656.160361687756,14174.700838775178,101.03671738232427,219.99472015442888
RandomForestRegressor,"['#9_Lag_12', '#8_Lag_3', '#1_Lag_1_RollingMean3', 'CC_UK_Lag_12_RollingMean3', '#12_Lag_1_RollingMean6', 'GER EE Production Index_Lag_12_RollingMean3', 'GER Production Index_Lag_12', 'FRA Production Index_Lag_12', '#36_Lag_12', '#14_Lag_1']",4112.0463300827,15369.812253957562,53.21191687926743,430.8044270385772
