,#16,CHI Production Index,CHI Shipments Index,FRA Production Index,FRA Shipments Index,GER Production Index,GER Shipments Index,ITA Production Index,ITA Shipments Index,JAP Production Index,JAP Shipments Index,SWI Production Index,SWI Shipments Index,UK Production Index,UK Shipments Index,USA Production Index,USA Shipments Index,Europe Production Index,Europe Shipments Index,(W) Price of Base Metals,(W) Price of Energy,(W) Price of Metals & Minerals,(W) Price of Natural gas index,"(W) Price of Crude oil, average",(W) Price of Copper,USA EUR to LCU Conversion Rate ,USA EE Producer Prices,UK EE Producer Prices,ITA EE Producer Prices,FRA EE Producer Prices,GER EE Producer Prices,CHI EE Producer Prices,USA Machinery & Equipment Index,(W) Machinery & Equipment Index,SWI Machinery & Equipment Index,UK Machinery & Equipment Index,ITA Machinery & Equipment Index,JAP Machinery & Equipment Index,FRA Machinery & Equipment Index,GER Machinery & Equipment Index,USA EE Production Index,(W) EE Production Index,SWI EE Production Index,UK EE Production Index,ITA EE Production Index,JAP EE Production Index,FRA EE Production Index,GER EE Production Index,CC_CHI,CC_FRA,CC_GER,CC_ITA,CC_JAP,CC_Europe,CC_SWI,CC_UK,CC_USA,BC_CHI,BC_FRA,BC_GER,BC_ITA,BC_JAP,BC_Europe,BC_SWI,BC_UK,BC_USA,stock_price,stock_price_change,stock_volume
2020-11-01,160941.78,274.40195137129564,274.40195137129564,94.02185870543246,116.6192033464287,112.27960546950764,129.32568547564557,103.45388568667414,120.11083917115208,107.87680036479664,108.83108555788776,94.45015430657492,90.76873915204207,106.18379653719944,,102.84286465307544,115.02380838780488,115.62388334458792,129.53156462009477,91.4469405439522,55.30181595459109,90.27961371441432,59.0622730548325,53.52090114777037,93.81707748473733,1.1838,113.15876007080078,,105.1937866210938,103.0843734741211,110.9084548950195,91.12614730295016,100.440185546875,123.78035736083984,87.0626907724818,93.21182182096926,109.4908752441406,111.29988853433387,100.304573059082,114.5653457641602,107.60272216796876,135.36434936523438,107.17100078802208,129.68765592256258,89.5906982421875,100.89708829194764,83.84587097167969,108.0876617431641,103.6228,98.5641,99.63906,99.58212,97.6118,98.75352,99.19244,97.42648,99.25259,100.071,99.14434,100.5675,99.50414,98.75661,99.75532,99.92045,98.71677,101.1632,112.0,11.22,45310000.0
2020-12-01,260089.25,296.2438341780627,296.2438341780627,94.06727368301657,120.0317944198263,112.755518504025,135.7206429162401,88.32397419500609,132.21393448914674,116.53075973944604,118.43325066116556,96.51196570679642,92.84846768393038,98.83914756216907,,100.70124330279076,127.77818144120845,113.3233020445081,136.69085004167468,98.0446261298788,63.74668437006811,99.6505128483917,63.85843256317491,61.64750870523272,103.15152439484652,1.217,113.53819274902344,,105.4018859863281,103.1863403320313,110.9084548950195,91.60242762885972,98.20500946044922,123.59750366210938,87.81404085466072,92.18976237117792,95.89201354980467,119.90175488555867,105.3807144165039,124.4674758911133,105.6464385986328,126.4298324584961,111.48936170212768,110.88713701227422,70.9449234008789,109.6572658784864,75.74311828613281,91.2763214111328,103.7354,98.7538,99.49271,99.88049,97.44328,98.94886,99.13469,97.82914,99.25558,99.99227,99.29278,100.8106,99.80731,99.12276,99.91563,100.1087,98.49593,101.3786,117.52,4.93,34830000.0
2021-01-01,40360.08,214.8430020181487,214.8430020181487,84.12957119059053,97.83116528079977,90.60821648967476,103.2067005425334,89.61769502302998,92.8845824815736,102.48657935373508,103.40419085040725,93.96259942523368,90.45194575286516,88.23691450784314,,107.05581393148178,114.20624470734084,96.6478222529458,105.7781933486178,99.7116517305591,69.8825661179999,102.83930165921691,73.0214793264205,67.81732025508592,105.80468760671002,1.2171,113.34732818603516,,105.9221343994141,103.5941925048828,111.4345855712891,92.02263158275623,106.06517791748048,109.4223403930664,86.74962823824059,77.98313601907844,93.39221954345705,105.46674813554628,89.03553009033203,89.11917114257812,109.01832580566406,116.3056640625,106.38297872340426,106.81568705717991,80.9499740600586,96.40998447936248,76.18348693847656,93.33905792236328,103.8825,98.83266,99.39911,100.2439,97.42619,99.17748,99.10802,98.40585,99.2615,99.75475,99.5844,101.1553,100.1582,99.4624,100.1195,100.3647,98.45927,101.5576,127.94,8.87,39920000.0
2021-02-01,117004.3,214.8430020181487,214.8430020181487,88.82794841043433,107.84732971268244,102.52010266235716,117.65651300305196,103.66083034733464,107.78130659257305,112.06777082792598,112.963085025385,91.41323314367092,88.05542382179995,98.93731961769096,,107.7079566806339,121.29215137450784,107.9571086704804,119.18963949280062,105.01976354341087,80.3819434731176,106.3923564206919,97.4780254259343,76.49638530607572,112.4245229248301,1.2098,113.8411102294922,,106.5464248657227,104.0020446777344,111.6450347900391,92.25622219165469,107.85263061523438,116.34584045410156,85.68521562182046,86.26181756238823,109.4908752441406,116.29905746939106,93.8071060180664,102.0149688720703,107.42134857177734,120.06204223632812,101.27659574468086,121.90400159664702,90.27286529541016,103.4401337375523,80.7633056640625,103.4464950561523,103.9983,99.02706,99.56261,100.5991,97.7681,99.53003,99.17097,99.45232,99.39728,99.60085,99.95578,101.6412,100.5698,99.77113,100.516,100.7583,99.58276,101.7959,127.98,0.03,33160000.0
2021-03-01,309564.27,309.5747516356268,309.5747516356268,109.45104154507943,129.2309490305512,123.5815902021394,147.23832786999725,117.78917302947669,134.25508082609036,143.41276240443975,147.8232259668154,88.86386686210814,85.65890189073473,125.18328286430932,,112.19364830535758,144.4576333442147,129.67728442470218,147.13959106928547,109.04085835043588,80.7652367347717,110.2213889417679,65.6184503734511,80.75579040884529,119.29015176345294,1.1899,115.68504333496094,,106.9626235961914,104.5118560791016,111.7502670288086,92.80370575052612,113.30170440673828,142.9936065673828,84.62080300540032,116.61698322119072,124.5896148681641,147.73834133558168,118.6802062988281,125.6188812255859,109.99851989746094,145.65582275390625,96.17021276595746,140.70452050693544,102.1728134155273,134.59286236317553,94.50274658203124,119.8452911376953,103.7378,99.52993,99.87343,100.9686,98.11399,99.98801,99.38097,100.729,99.7536,99.67635,100.3828,102.1456,101.03,100.0406,101.0948,101.3423,101.4115,101.9941,140.0,9.39,38040000.0
2021-04-01,125710.70999999999,282.4208314860697,282.4208314860697,93.53096881109543,115.1985544802088,108.01673392223356,125.1739682153416,109.50803154563788,116.72686988265086,116.215743422644,115.62807837102672,89.11165645220962,86.28060509954288,104.65210059187986,,112.57220472801448,135.0975345321983,114.12774369756526,127.18772155824716,113.47181402111688,80.8017176656655,115.32305325422088,71.2774499129487,79.6424409562402,123.75703757315176,1.1979,117.27081298828124,,107.7950210571289,104.6138153076172,111.9607162475586,92.9107960147134,113.55962371826172,129.62474060058594,87.0626907724818,96.58461800528066,117.2902297973633,120.1471029076094,100.0,109.3839950561523,110.6160659790039,133.57891845703125,92.63987391646968,119.26953397864484,91.63719177246094,108.19966089689588,83.05320739746094,105.5092391967773,103.4776,100.1509,100.2056,101.5852,98.25591,100.4096,99.70914,101.7342,99.99126,99.58633,100.9677,102.5395,101.5247,100.2558,101.6579,101.9409,102.8576,101.9523,138.82,-0.84,25780000.0
2021-05-01,218701.06,291.5216874814704,291.5216874814704,86.4430782104433,103.00808159006289,102.87869914399786,122.56357338513884,111.91493882640803,127.35124512075538,102.7904210925379,104.4254399983423,89.35944604231108,86.90230830835105,103.07197450494242,,112.18773603191993,135.0787903712134,112.07368775005442,126.49686769183356,121.93120772412388,86.2848608092467,125.79331317162789,83.4672332742107,84.00727687838521,134.86751520214233,1.2146,118.79066467285156,,108.419319152832,104.8177490234375,112.1711730957031,95.18797268577148,113.25542449951172,125.12971496582033,89.50457853956328,95.25594072055192,119.5900344848633,105.76759070301624,92.9949188232422,104.0875091552734,110.07257843017578,128.48060607910156,89.10953506698188,117.2338090010977,94.29004669189452,96.7199415594372,75.83119201660156,100.6617965698242,103.3006,100.9272,100.7404,102.4123,98.3532,100.8971,100.147,102.5018,99.93414,99.43008,101.5292,102.8487,101.981,100.4312,102.1684,102.2482,104.0156,101.87,132.64,-4.45,34440000.0
2021-06-01,186607.11000000002,321.74242528838903,321.74242528838903,107.2743367973818,135.65063091207838,115.5582969379182,139.04371063131208,111.8878879017934,134.81993903526055,128.91902042675878,131.82152149195988,89.60723563241255,87.52401151715921,116.74042918301684,,112.80894823889192,148.62930360928792,125.12315662691591,144.39642591557725,118.98835771988388,93.918952779551,124.27319007870888,94.7306563326308,90.8434112066915,127.82722962864818,1.2047,120.75299072265624,,109.3557586669922,105.5314788818359,112.3816223144531,96.69718185425468,114.9399871826172,139.2924346923828,91.94646630664477,109.4625670726514,118.9900894165039,133.32606899221682,115.4314727783203,117.2135925292969,108.58722686767578,141.03465270996094,85.57919621749409,129.92715297874463,95.57857513427734,119.93300296109769,94.06238555908205,112.5225601196289,103.0695,101.5026,101.2113,103.052,98.57491,101.2591,100.695,102.8468,99.72997,99.20774,101.917,103.1513,102.2999,100.5708,102.5624,102.3267,104.7005,101.7342,133.62,0.74,29040000.0
2021-07-01,103935.84,264.0327435766052,264.0327435766052,95.32444372916318,101.0237073593624,110.68018385689876,130.89549629992464,113.5650853127816,131.02265021148688,119.57878806452578,121.6814051798609,93.28613655701932,91.14137777792143,105.42609885850678,,107.92766761191903,133.57400949008334,116.18822917120056,128.83681981532254,119.33949889074088,98.2894165309683,124.52060140873589,112.678743248503,92.71586255880008,125.42928290702598,1.1822,121.89431762695312,,110.084098815918,105.8373718261719,113.2234344482422,97.71743107603226,107.52127075195312,129.3560791015625,94.35704782030211,95.86917639042672,122.1898193359375,123.96542416819226,103.5532989501953,112.2625198364258,108.7327651977539,134.24102783203125,91.44208037825058,122.74224129328412,93.75946807861328,110.63439181892878,81.99633026123047,107.7782516479492,102.6847,101.4909,101.3496,103.2723,98.75985,101.309,101.241,102.7925,99.2746,98.89126,102.1643,103.3976,102.4746,100.6673,102.7792,102.3684,104.9946,101.601,131.58,-1.53,26260000.0
2021-08-01,323548.03,253.72306874336013,253.72306874336013,63.8562684686615,90.60733278780314,100.88084437728428,119.08901321397316,61.33870206261745,80.6729253403708,103.19587261853246,107.63883478722047,96.96503748162608,94.75874403868367,99.2833830172106,,110.15355539789276,141.82825380222465,98.24270265679476,110.68321200761706,120.87386688397288,96.3235989315789,119.04408323908288,129.818582816746,87.12802913189955,124.3585150218119,1.1772,122.70712280273438,,110.6043472290039,106.653076171875,113.9600143432617,97.82269191939558,110.5457763671875,119.8494644165039,96.76762933395946,89.8390256366579,66.69444274902344,111.77046251043978,65.3807144165039,99.48187255859376,109.37654113769533,125.7400894165039,97.30496453900707,116.39556930446062,49.0399169921875,85.71219541708727,61.38715362548828,103.4464950561523,102.58,101.2471,101.3361,103.1959,98.89591,101.1747,101.6256,102.2876,98.72091,98.56118,102.0996,103.5386,102.5347,100.7371,102.8133,102.4625,104.8995,101.5542,140.84,7.04,21950000.0
2021-09-01,186586.24,259.0004960795912,259.0004960795912,101.85635533477117,118.18753454061957,115.04361110952112,142.35417940296483,112.37752116594912,132.62110207621492,123.2677051604605,124.17674505735096,100.64393840623283,98.37611029944593,115.83377119625996,,109.16645554309572,147.4507007017716,124.951654392349,142.71976022346018,124.12275154642788,107.178586442128,116.81299071856888,178.399405174918,92.10436380642231,123.75557767643168,1.177,124.3185577392578,,110.9164962768555,106.5511093139648,114.3809204101563,98.12733048103397,109.13866424560548,135.62083435058594,99.1782108476168,107.72506600800617,119.9900054931641,131.09760291452267,109.4416275024414,116.8681640625,109.22151184082033,141.77691650390625,103.16784869976358,130.52589561919967,94.89640808105467,107.30246290653704,89.57064056396484,111.6974639892578,102.7791,101.1283,101.3361,103.1354,99.06987,100.9637,101.709,101.4496,98.43023,98.29616,101.9823,103.5721,102.6047,100.7896,102.8102,102.6142,104.954,101.5942,141.92,0.77,34530000.0
2021-10-01,141037.06,269.7944315757368,269.7944315757368,97.34825515725994,116.87012445060562,108.42050672301592,129.55565179517896,108.1162286538661,127.27089335280388,114.03017772072052,114.95110798149584,102.6639685902121,100.52380313017152,99.13583757570105,,111.57071904741971,141.63315834746797,117.33209184882875,132.06002345404545,130.00917537123487,123.369892102883,121.38096364348488,222.529251905172,103.82405368820102,130.45132762399433,1.1601,126.0925521850586,,111.8529357910156,107.366813659668,115.0122756958008,98.6590990925014,110.58494567871094,130.32815551757812,100.21131721061282,88.81696618686655,115.4903793334961,121.45948536340192,102.6395950317383,109.6142730712891,113.52359771728516,137.0179901123047,106.88731284475963,117.83255164155273,91.1824188232422,98.88174283435212,88.7779769897461,106.2311935424805,102.9206,100.8568,101.1473,103.0342,99.25051,100.6035,101.5991,100.7553,98.24866,98.24673,102.0409,103.5064,102.6734,100.8231,102.8104,102.713,105.2367,101.5963,140.28,-1.16,24720000.0
2021-11-01,230129.08000000002,291.5200300755488,291.5200300755488,94.29278348481982,116.35766561874811,115.9515599593356,141.7590682370916,111.35024907475514,136.24968532590916,121.8233905019584,123.82017614961232,104.68399877419137,102.67149596089712,109.8569721371053,,109.65429956157136,134.27067332434262,123.9875656848572,143.05313433025546,125.18394669799387,115.008703441144,114.01717045649389,202.586117935765,101.10815578108866,129.11990181530967,1.1414,127.76435089111328,,112.8934326171875,107.5707397460938,115.3279571533203,98.14286064527734,107.93119049072266,134.94476318359375,101.24442357360884,100.36623796950856,121.0899124145508,130.38492868874425,97.96954345703124,119.1709899902344,113.06788635253906,142.67709350585938,110.60677698975572,127.0531883045604,88.98433685302734,104.36632586183082,88.33760833740234,110.0472717285156,103.042,100.5712,100.8348,102.7205,99.30335,100.1793,101.3938,100.4332,98.09073,98.47332,102.1664,103.4785,102.663,100.8373,102.8548,102.7905,105.527,101.5148,141.28,0.71,34550000.0
2021-12-01,271111.39,310.76318288784324,310.76318288784324,100.5657440669926,134.58950409937648,118.10328098474656,149.36428608567502,94.00682643919674,150.4827348999895,127.77173505445602,131.02970345194126,106.7040289581706,104.81918879162276,101.2735442528082,,107.04076588908153,148.5903710209505,123.07665886083102,150.04692189799522,125.20703038949787,112.372958366855,116.71518298656588,236.48836750686496,92.18870846192276,126.7612395872452,1.1304,128.51126098632812,,113.3096313476563,108.1825103759766,115.7488632202148,98.10619999050876,105.73674774169922,134.5987548828125,102.27752993660484,90.35005536155354,103.1913986206055,136.97550608913193,112.7918853759766,129.1882476806641,109.62410736083984,132.281005859375,114.32624113475178,121.06576190000996,72.91561126708984,109.00515101547398,80.7633056640625,97.77395629882812,103.1724,100.243,100.5543,102.2291,99.13354,99.81117,101.1161,99.96386,97.99204,98.65394,102.2433,103.5168,102.5781,100.8224,102.848,102.843,105.5047,101.314,152.68,8.07,24910000.0
2022-01-01,91021.89,235.95612934138163,235.95612934138163,85.74350279916558,108.15632035449528,94.55061008547844,120.3534025988436,86.85100789956266,101.25827713711666,110.46018068403464,110.82353204055828,103.49926026575272,101.7015703263142,95.00354079937404,,111.0521331610132,129.5657981877087,103.19982688880296,120.33809491874209,133.21939308637786,121.309885588419,125.22964127230289,196.91113953145,106.17305234388684,129.8291461854862,1.1314,131.62850952148438,,115.3906173706055,111.0374755859375,117.853385925293,98.28017053038369,110.89437103271484,117.48988342285156,100.3052359708852,85.44417000255515,92.29231262207033,117.86137719081222,90.5583724975586,92.3431167602539,111.36466979980467,122.23602294921876,108.9992119779354,112.32411934936631,74.3557357788086,95.36906469362545,77.94495391845703,98.59905242919922,103.0255,99.80743,100.3261,101.3421,98.74091,99.39194,100.7445,98.96776,97.76332,98.62638,102.2629,103.4515,102.3914,100.7659,102.7265,102.857,105.2281,101.1386,139.88,-8.38,31830000.0
2022-02-01,45696.76,235.95612934138163,235.95612934138163,90.60353963559764,117.715769619597,103.98791635184762,129.38367614125048,106.58375828225329,120.95653836550714,117.87963080108813,118.30023154594612,100.29449157333488,98.58395186100569,98.45841223408314,,116.33632718050126,138.5603304483589,113.50063523479368,131.50012602699624,138.9055715058739,131.273214765315,131.17650136422185,197.5236794019,118.34820336536762,131.96364790808138,1.1342,133.34217834472656,,116.4311065673828,112.0570983886719,118.905647277832,98.7141577450705,117.1681671142578,124.62776184082033,98.33294200516556,89.0213780768248,113.2905654907227,124.71085853274236,97.7665023803711,102.8209609985352,114.68840026855467,127.37342071533205,103.672182821119,115.55732960782356,91.1824188232422,103.95068702005364,79.0018310546875,106.128059387207,101.9484,99.07655,99.83559,100.1347,98.2549,98.70605,100.1853,97.48579,97.46407,98.3784,102.1437,103.239,102.1604,100.69,102.4905,102.7835,104.8568,101.0267,126.66,-9.45,46900000.0
2022-03-01,98729.91,329.4133674902244,329.4133674902244,107.8435475674985,136.85872019062236,121.30811901438562,151.2013140116648,124.6379662720691,153.6451415040828,152.00056118736876,156.40063426867158,97.08972288091698,95.46633339569716,121.99391513381832,,117.65403803843078,165.92621694792717,133.13300955497718,158.05562222846615,149.89087140001484,163.186834279642,141.28333939753685,271.079905931083,142.20087194087748,135.7822068561948,1.1019,136.15377807617188,,117.4715957641602,112.3629913330078,119.8526840209961,99.02155403581138,118.9109115600586,149.37522888183594,96.36064803944588,109.155949237714,134.288818359375,160.9542331800546,114.7208099365234,122.0495147705078,115.16409301757812,152.45294189453125,98.3451536643026,145.25496457439374,102.4759979248047,133.74393167375388,96.70458221435548,119.9484329223633,99.5209,97.94209,99.00729,98.64719,97.78803,97.71785,99.33743,95.96999,97.23289,97.90446,101.7799,102.8983,101.8877,100.6203,102.1331,102.6419,104.4832,100.8633,125.66,-0.79,60020000.0
2022-04-01,134071.24,267.373145413348,267.373145413348,87.69810963977972,116.5287382782966,99.52220537706869,127.02286885768936,103.55669049799876,128.73330500967262,114.26232769813406,115.01204920651008,,,95.26650212870952,,116.96104718313195,,112.90221494610168,134.93551000014023,146.09099793939885,153.188944659483,138.09414281218386,243.436029639267,130.8354296121995,134.85968484700751,1.0819,137.5316162109375,,118.4080429077148,113.2806549072266,121.2206268310547,98.85708695965508,119.38548278808594,128.28570556640625,,84.72872838770124,111.0907440185547,120.09880994442013,91.97969818115234,98.67587280273438,112.15808868408205,134.84335327148438,,114.35984432691346,86.25568389892578,102.361680218499,80.7633056640625,101.0743408203125,96.36621,97.33936,98.32222,97.89874,97.54445,96.99216,98.34635,94.69151,97.07103,97.53915,101.5007,102.6767,101.7212,100.5745,101.8425,102.5179,104.0835,100.6695,117.78,-6.27,33670000.0
